idx,transcript,true_keywords,num_true,best_true_rank,worst_true_rank,recall_at_1,recall_at_3,recall_at_6,recall_at_12,cb_pool_recall,prompt_recall,rescore_recall,cb_pool_size,prompt_size,rescore_size,top12_keywords,prompt_keywords,rescore_keywords
91,中国证券报面对市场对城投债券风险的担忧,中国证券报,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,中国证券报|胡枫|金报讯|吴雯|渝武|信息时报讯|董某|瓯文|彼得|朱某|周峰|华商报讯,中国证券报,中国证券报|胡枫|金报讯|吴雯
92,梅姐待的已算够长了,梅姐,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,梅姐|吴雯|彼得|渝武|瓯文|玮甯|朱某|李洁|名古屋|董某|黄榕|平阳,梅姐,梅姐|吴雯|渝武|朱某
93,而梅姐则可以陪陪小孩或者去搞搞政治,梅姐,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,梅姐|彼得|杨扬|许胚|故宫|吴雯|黄榕|瓯文|张某某|渝武|董某|贵港,梅姐,梅姐|彼得|杨扬|张某某
94,成飞集成相关人士告诉每日经济新闻记者,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|钟欣|重庆|王巍|瓯文|吴雯|京津冀|广安|今久|彼得|董某|朱某,成飞,成飞|钟欣|重庆|吴雯
95,成飞集成的锂电池业务在前两年情况并不好,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,成飞|渝武|吴雯|瓯文|彼得|董某|朱某|银联|黄榕|温岭|平阳|王巍,成飞|渝武,成飞|渝武|吴雯|朱某
96,成飞集成相关人士告诉记者,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|王巍|吴雯|瓯文|彼得|广安|上集镇|董某|渝武|任珊|朱某|平阳,成飞,成飞|王巍|吴雯|朱某
97,成飞集成的其他主营业务中,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|渝武|王巍|吴雯|瓯文|彼得|董某|胡琦|黄榕|上集镇|平阳|玮甯,成飞,成飞|渝武|吴雯|皮特
98,允许布鲁诺马塞洛特代表德国,德国,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,德国|许胚|彼得|黄榕|邬雄|徐濠|瓯文|吴雯|朱某|董某|波斯|渝蓉,德国,德国|许胚|彼得|黄榕
99,在金牌搭档罗宾索尔科维退役之后,索尔科维|罗宾,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,罗宾|索尔科维|瓯文|彼得|吴雯|金坛|渝武|郎平|修哥|董某|平阳|朱祖儿,罗宾|索尔科维,罗宾|索尔科维|彼得|金坛
100,萨维申科宣布会再坚持一个冬奥会周期,萨维申|萨维申科,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,萨维申科|萨维申|刘玮|瓯文|吴雯|彼得|修哥|奇冰|董某|邓泽惠|赵宏|黄榕,萨维申科|萨维申,萨维申科|萨维申|刘玮|董某|朱某
101,恭喜他与萨维申科走上正确的道路,萨维申|萨维申科,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,萨维申|萨维申科|吴雯|瓯文|彼得|习友路|马云|故宫|渝武|钟欣|邬雄|修哥,萨维申|萨维申科,萨维申|萨维申科|吴雯|习友路|广西
102,我们的朋友将代表德国,德国,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,德国|吴雯|瓯文|彼得|德郭队|黄榕|孔磊|佟健|渝武|朱某|韩聪彭|胡枫,德国,德国|吴雯|瓯文|黄榕
103,对于隋文静韩聪彭程张昊领衔的中国双人滑军团,程张昊|韩聪彭,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,程张昊|韩聪彭|纪佳鹏|吴雯|黄榕|哈立|彼得|平昌|金坛|马云|渭镇|庞清,程张昊|韩聪彭,程张昊|韩聪彭|吴雯|黄榕
104,五度世锦赛冠军萨维申科联手年轻新搭档马塞洛特,萨维申|萨维申科,2,1,2,0.5,1.0,1.0,1.0,1.0,0.5,1.0,6,1,6,萨维申科|萨维申|科林|彼得|吴雯|瓯文|大兴|董某|钟欣|朱某|皮特|渝武,萨维申科,萨维申科|萨维申|科林|彼得|大兴|朱某
105,曾以分歧者星运里的错窜红的谢琳伍德蕾,谢琳伍德蕾,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,谢琳伍德蕾|谢依霖|哈灵|喻莉|好莱坞|彼得|董某|科林|吴雯|权义|武红利|哈立,谢琳伍德蕾,谢琳伍德蕾|谢依霖|哈灵|好莱坞|董某
106,与孙楠巫启贤共同起立鼓掌的许茹芸小腹凸起,许茹芸|孙楠巫启贤,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,孙楠巫启贤|许茹芸|胡琦|好莱坞|吴雯|渝蓉|奇冰|董某|吉娜|邬雄|张林|彼得,孙楠巫启贤|许茹芸|胡琦,孙楠巫启贤|许茹芸|胡琦|好莱坞|吴雯
107,许茹芸与韩国丈夫崔栽诚迎来结婚一周年纪念日,崔栽诚|许茹芸,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6,3,6,崔栽诚|许茹芸|马云|富林愚|渝蓉|银联|蓝莹|渝武|吴雯|赵宏|瓯文|彼得,崔栽诚|许茹芸|马云,崔栽诚|许茹芸|马云|富林愚|渝蓉|银联
108,许茹芸特地发微博感谢婚姻带来的幸福,许茹芸,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,许茹芸|渝蓉|黄榕|罗宾|瑞银|吴雯|张林|哈特灵|徐云丽|瓯文|蓝莹|许绍洋,许茹芸,许茹芸|渝蓉|罗宾|吴雯
109,许茹芸重回舞台不做苦情女娱乐频道,许茹芸,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,许茹芸|黄榕|渝蓉|彼得|吴雯|渝武|徐云丽|富林愚|成飞|马云|胡琦|瓯文,许茹芸,许茹芸|渝蓉|彼得|朱某
110,许茹芸与韩籍男朋友举行了婚礼,许茹芸|韩籍,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,韩籍|许茹芸|济南|富林愚|罗宾|渝蓉|马云|吉娜|张春雨|瓯文|渝武|吴雯,韩籍|许茹芸,韩籍|许茹芸|济南|富林愚|罗宾|渝蓉
111,许茹芸突然闪婚让当时的娱乐圈也惊起了一阵小波澜,许茹芸,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,许茹芸|拓朗|渝蓉|渭镇|科林|吴雯|黄榕|瓯文|瑞银|彼得|喻莉|董某,许茹芸|拓朗,许茹芸|拓朗|渝蓉|渭镇
112,李嘉诚回应撤资不爱国指控完全不成立,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|李子成|吴雯|瓯文|彼得|朱某|董某|陈嘉宝|渝武|卢加诺|张林,李嘉诚|李家,李嘉诚|李家|李子成|吴雯|瓯文
113,李嘉诚首次公开回应撤资不爱国等质疑,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|纪佳鹏|李子成|吴雯|陈嘉宝|卢加诺|瓯文|彼得|渝武|董某|李洁,李嘉诚|李家,李嘉诚|李家|纪佳鹏|吴雯|瓯文
114,李嘉诚怎么回答与中央关系有变,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|关锡友|广西|纪佳鹏|李子成|渝武|陈嘉宝|彼得|朱某|董某|刘家义,李嘉诚|李家,李嘉诚|李家|关锡友|广西|渝武
115,李嘉诚或再抛售内地地产项目拟出售上海办公楼,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|李子成|李洁|吴雯|颜妮|故宫|纪佳鹏|渝武|陕西|彼得|黄榕,李嘉诚|李家,李嘉诚|李家|李子成|李洁|渝武
116,李嘉诚正式回应撤资指控不相信文革式思维复苏,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|李子成|吴雯|龟趺|渭镇|纪佳鹏|瓯文|彼得|土桥镇|董某|陈嘉宝,李嘉诚|李家,李嘉诚|李家|李子成|吴雯|瓯文
117,李嘉诚首次对撤资做出回应,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|吴雯|纪佳鹏|彼得|卢加诺|瓯文|陈嘉宝|渝武|李子成|刘家义|董某,李嘉诚|李家,李嘉诚|李家|吴雯|纪佳鹏|瓯文
118,李嘉诚首次回应撤资传闻对中国发展充满信心,李嘉诚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李嘉诚|李家|李子成|吴雯|董某|李洁|纪佳鹏|彼得|陈嘉宝|瓯文|渝武|陕西,李嘉诚|李家,李嘉诚|李家|李子成|吴雯|瓯文
119,长江商报消息本报记者张萌昨日,张萌,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,张萌|章某|瓯文|吴雯|彼得|黄榕|赵宏|重庆|渝武|董某|嵩山|平阳,张萌,张萌|章某|吴雯|黄榕
120,新京报快讯记者刘玮近日,刘玮|新京报,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,3,4,新京报|刘玮|金报讯|瓯文|彼得|荆州|吴雯|黄欣晨报|金陵晚报|董某|李晖|金坛,新京报|刘玮|金报讯,新京报|刘玮|金报讯|瓯文
121,由于电影王朝的女人杨贵妃中的一场激情戏,杨贵妃,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,杨贵妃|刘玮|龟趺|王巍|李晖|京城|瓯文|吴雯|彼得|董某|渝武|胡琦,杨贵妃,杨贵妃|刘玮|龟趺|王巍
122,李玉刚张学友黄琦雯入选一零大最涨姿势歌曲,黄琦雯,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,黄琦雯|马云|吴雯|张诗欢|胡琦|董某|彼得|陆骑麟|瓯文|南粤|张萌|谢依霖,黄琦雯,黄琦雯|马云|吴雯|张诗欢|胡琦
123,李玉刚新歌点击逾一亿网友李家每人只需半次,李家,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,李家|修哥|李嘉诚|吴雯|李洁|董某|瓯文|渝武|王亦菲|喻莉|黄榕|权义,李家,李家|修哥|瓯文|朱某
124,李玉刚饰演的杨贵妃被指芳华绝代说到神曲,杨贵妃,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,杨贵妃|黄榕|龟趺|吴雯|马云|奇高市|瓯文|刘玮|王巍|渝武|南粤|董某,杨贵妃,杨贵妃|黄榕|吴雯|瓯文
125,今久整合营销集团迎来了它的十岁生日,今久|今久整合营销集团,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,今久整合营销集团|今久|吴雯|彼得|瓯文|喻莉|董某|平阳|渝武|宾虚|朱某|邬雄,今久整合营销集团|今久,今久整合营销集团|今久|瓯文|董某|朱某
126,今久从最初的几十个人,今久,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,今久|任珊|吴雯|瓯文|彼得|渝武|黄榕|董某|朱某|吉娜|温岭|杨扬,今久,今久|任珊|瓯文|黄榕|朱某
127,今久商品房销售额首次上涨,今久,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,今久|吴雯|瓯文|彼得|董某|渝武|平阳|黄榕|安良百货商场|美的部品事业部|朱某|同策咨询研究部,今久,今久|瓯文|董某|安良百货商场
128,德佑链家市场研究部总监陆骑麟表示,陆骑麟,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陆骑麟|吴雯|同策咨询研究部|瓯文|渝武|陈露|彼得|国家邮政总局|董某|赵书伶|奇冰|李洁,陆骑麟,陆骑麟|吴雯|同策咨询研究部|瓯文
129,中国证券报从您刚才的介绍中我们了解到,中国证券报,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,中国证券报|瓯文|吴雯|彼得|董某|新京报|李洁|晋吉岛|温州政协|朱某|同策咨询研究部|渝武,中国证券报,中国证券报|瓯文|吴雯|董某
130,本报记者曹志为王婷王颖春来源中国证券报,曹志|王颖春|王婷|中国证券报,4,1,4,0.25,0.75,1.0,1.0,1.0,1.0,1.0,7,4,7,中国证券报|曹志|王婷|王颖春|黄煜坤|郎平|渭镇|吴雯|王晔君|黄立坤|彼得|朱某,中国证券报|曹志|王婷|王颖春,中国证券报|曹志|王婷|王颖春|黄煜坤|郎平|王晔君
131,而苹果虽有可能卖出不少手表给忠实的粉丝,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|彼得|瓯文|董某|邬雄|张驰|渝武|平阳|名古屋|朱某|乌守保,苹果,苹果|吴雯|瓯文|董某
132,成飞机成业绩增长主要是由于锂电需求增长,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|吴雯|渝武|董某|章某|今久|瓯文|彼得|喻莉|黄榕|李洁|张萌,成飞,成飞|吴雯|渝武|张萌
133,上述成飞集成人士表示,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|陈势安|重庆|彼得|李尚洙|吴雯|瓯文|陈露|董某|黄榕|陈昊芝|陈晟,成飞,成飞|重庆|彼得|瓯文
134,上述成飞集成人士告诉记者,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|吴雯|陈露|渝蓉高速|董某|瓯文|渝武|彼得|吉娜|程张昊|朱某|陈势安,成飞,成飞|吴雯|渝蓉高速|朱某
135,成飞集成与常州市金坛区政府合作的项目将分三期完成,成飞|金坛,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,金坛|成飞|兰州市|章某|吴雯|渝武|荆州|董某|瓯文|彼得|朱某|济南,金坛|成飞,金坛|成飞|兰州市|章某|吴雯
136,上述成飞集成人士告诉记者,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|彼得|吴雯|瓯文|陈势安|陈露|董某|朱某|渝武|黄榕|平阳|京城,成飞,成飞|彼得|瓯文|朱某
137,同詹姆斯昔年头号强敌卡梅隆安东尼如出一辙,安东尼,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,安东尼|陈定|吴雯|彼得|瓯文|陕西|董某|波斯|黄榕|渝武|朱某|哈立,安东尼,安东尼|陈定|吴雯|瓯文|董某
138,展示出了如同其偶像安东尼一样的全面犀利,安东尼,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,安东尼|张林|胡琦|吴雯|朱某|奇冰|彼得|瓯文|渝蓉|钟欣|哈立|陕西,安东尼,安东尼|张林|胡琦|黄榕
139,冠军皆由麦格理集团获得,麦格理集团,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,麦格理集团|李洁|吴雯|瓯文|彼得|马克黄|渝武|董某|哈立|平阳|科林|麦德公司,麦格理集团,麦格理集团|李洁|瓯文|麦德公司
140,她就是因伤未能随队参加本次赛事的徐云丽,徐云丽,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,徐云丽|张林|温岭|银联|吴雯|颜妮|瓯文|李氏|彼得|张锦麟|董某|赵书伶,徐云丽,徐云丽|张林|温岭|银联|瓯文
141,那就是姑娘们高举起惠若琪徐云丽和杨方旭的球衣,徐云丽|惠若琪,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,7,2,7,徐云丽|惠若琪|李银河|张林|温岭|杨锋|银联|杨德合|威灵|吴雯|胡琦|权义,徐云丽|惠若琪,徐云丽|惠若琪|李银河|张林|温岭|杨锋|银联
142,徐云丽透露在赛前队友曾经给自己发了一条短信,徐云丽,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,徐云丽|温岭|陕西|渝武|重庆|喻莉|吴雯|彼得|拓朗|朱某|银联|瓯文,徐云丽,徐云丽|温岭|陕西|渝武|喻莉
143,徐云丽最后动情地说,徐云丽,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,徐云丽|温岭|银联|彼得|瓯文|吴雯|项锐|张林|喻莉|吉娜|马云|渝武,徐云丽,徐云丽|温岭|银联|彼得|瓯文
144,徐永昊的站立打击技术在该级别中堪称翘楚,徐永昊,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,徐永昊|审计署|渝蓉|吴雯|李伟豪|董某|瓯文|平阳|朱某|彼得|张林|渝武,徐永昊,徐永昊|审计署|渝蓉|董某
145,最终又确定为科林哈迪,科林|科林哈迪,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,科林哈迪|科林|哈立|哈灵|吴雯|萨维申科|瓯文|海信科龙|哈特灵|索尔科维|彼得|渝武,科林哈迪|科林|哈立|哈灵,科林哈迪|科林|哈立|哈灵|董某|陈定
146,科林也退出了剧组,科林,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,科林|哈灵|吴雯|彼得|瓯文|威灵|哈立|黄榕|董某|渝武|玮甯|平阳,科林,科林|哈灵|威灵|朱某
147,柯震东去年经历吸毒风波,柯震东,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,柯振东|柯震东|吴雯|彼得|黄榕|瓯文|董某|渝武|陕西|胡枫|朱某|波斯,柯振东|柯震东,柯振东|柯震东|吴雯|黄榕
148,诸葛紫岐十日晚出席活动时表示,诸葛紫岐,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,诸葛紫岐|广安|黄榕|瓯文|吴雯|黄宗泽|董某|胡琦|王颖春|紫各庄|彼得|张驰,诸葛紫岐,诸葛紫岐|广安|吴雯|黄宗泽
149,谢依霖穿着白色吊带裙,谢依霖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢依霖|威灵|哈灵|银联|科林|哈立|张林|钟欣|孝陵驮碑|许玮甯|赵书伶|彼得,谢依霖,谢依霖|威灵|哈灵|银联
150,也有网友发出疑问若是李玉刚演唱李的话,李的话,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,李的话|吴雯|瓯文|彼得|广安|黄榕|渝武|李氏|平阳|刘玮|董某|故宫,李的话,李的话|吴雯|瓯文|朱某
151,更有全球李氏宗亲大会将其列为祭祖主题曲,李氏,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,李氏|吴雯|吉娜|瓯文|董某|彼得|祖耶夫|渝武|韦集村|钟欣|重庆|赛后主,李氏,李氏|瓯文|董某|重庆
152,大兴灭门案的凶犯李磊被执行死刑后,大兴,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,大兴|喻莉|温岭|瓯文|彼得|吴雯|银联|董某|张林|渝武|刘玮|威灵,大兴,大兴|喻莉|瓯文|银联
153,市二中院终审认定李家遗产共计八零零多万元,李家,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,李家|哈灵|园中园|张林|威灵|董某|龙湾永强中学|渝武|李氏|故宫|吴雯|李洁,李家|哈灵|园中园|张林,李家|哈灵|园中园|张林|威灵|渝武
154,李谷一曾怒揭东方歌舞团腐败事后被调离岗位,揭东方歌舞团,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,揭东方歌舞团|渝武|吴雯|胡琦|朱某|刘家义|彼得|董某|瑞银|瓯文|王巍|马云,揭东方歌舞团,揭东方歌舞团|渝武|吴雯|朱某|董某
155,东方演艺集团大门口戒备森严,东方演艺集团,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,东方演艺集团|颜妮|瓯文|吴雯|龙湾|彼得|李洁|董某|渝武|胡枫|杨扬|朱某,东方演艺集团,东方演艺集团|颜妮|瓯文|吴雯
156,新京报快讯记者林野记者今天傍晚获悉,新京报,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,新京报|金报讯|瓯文|金陵晚报|彼得|吴雯|胡琦|董某|荆州|今久|渝武|黄欣晨报,新京报|金报讯,新京报|金报讯|瓯文|彼得
157,李银河的文学梦将出版虐恋小说三卷本,李银河,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,李银河|张林|威灵|吴雯|瑞银|瓯文|彼得|董某|渝武|联合社|哈灵|朱某,李银河,李银河|张林|威灵|瓯文|联合社
158,权义澎湃资料李银河在现实中是柔软的,权义|李银河,2,1,10,0.5,0.5,0.5,1.0,0.5,0.5,0.5,4,1,4,权义|哈灵|彼得|吴雯|瓯文|威灵|孔磊|董某|渝武|李银河|滕女士|黄榕,权义,权义|瓯文|威灵|孔磊
159,李银河写虐恋不会伤害小波,李银河,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,李银河|联合社|威灵|吴雯|彼得|叶乔波|瓯文|渝武|胡琦|董某|罗宾|王晓飞,李银河,李银河|联合社|吴雯|瓯文
160,六三岁的李银河拿着钥匙袋走了进来,李银河,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,李银河|渝武|吴雯|张林|彼得|威灵|瓯文|联合社|银联|董某|哈灵|平阳,李银河,李银河|渝武|吴雯|联合社
161,高新区钓渭镇疙瘩沟村村民称,渭镇,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,渭镇|钟落潭竹一村民|大禹村|韦集村|广西|紫各庄村|王颖春|狼垡三村|一村一品强村|钟落潭竹一村|平昌|崂山景区,渭镇,渭镇|钟落潭竹一村民|大禹村|韦集村|广西
162,华商报商洛讯记者白鹏飞近日,白鹏飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,白鹏飞|华商报讯|彼得|胡枫|吴雯|保山市|瓯文|董某|渝武|罗宾|邱宝昌|崂山景区,白鹏飞|华商报讯,白鹏飞|华商报讯|彼得|胡枫|董某
163,京华时报讯记者王晓飞在农村,王晓飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,王晓飞|张小飞|王亦菲|彼得|瓯文|信息时报讯|吴雯|董某|金报讯|黄榕|张晓雅|张诗欢,王晓飞|张小飞,王晓飞|张小飞|信息时报讯|张诗欢
164,中国证券报报道,中国证券报,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,中国证券报|吴雯|彼得|德国|瓯文|重庆|渝武|广安|新京报|钟欣|黄欣晨报|渭镇,中国证券报,中国证券报|吴雯|瓯文|广安
165,新京报讯记者张徐报道,新京报,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,新京报|金报讯|金陵晚报|华商报讯|赵宏|信息时报讯|荆州|吴雯|张驰|彼得|董某|瓯文,新京报|金报讯,新京报|金报讯|金陵晚报|华商报讯|吴雯
166,丰台区域潘家村危改三号地成为今年的收官地质块,丰台区域潘家村,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,丰台区域潘家村|吴雯|彼得|银联|瓯文|董某|陈定|陈昊芝|威灵|广安|王巍|渝武,丰台区域潘家村,丰台区域潘家村|银联|瓯文|董某
167,通州新城彩虹之门用地挂出三十日,新城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,新城|赵继宏|吴雯|陕西|瓯文|渝武|彼得|广西|钟欣|京城|董某|朱某,新城,新城|赵继宏|吴雯|董某
168,该地块位于通州新城五河交汇处东南角,新城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,新城|今久|荆州|吴雯|钟欣|董某|彼得|大兴|南粤|西安|瓯文|陕西,新城,新城|今久|荆州|钟欣
169,国家审计署还专门组织力量,审计署,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,审计署|瓯文|吴雯|温岭|彼得|董某|渝武|张萌|章某|平阳|甘肃|胡琦,审计署,审计署|瓯文|吴雯|温岭
170,审计署的审计结论表明,审计署,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,审计署|李洁|吴雯|瓯文|虞一杰|董某|王靖苏|彼得|渝武|陈定|梅姐|孙永杰,审计署,审计署|李洁|瓯文|董某
171,美商务部与国际贸易委员会都需作出肯定性终裁,美商务部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,美商务部|美国商务部|刘玮|吴雯|董某|袁两|马云|李晖|彼得|玮甯|陈定|荆州,美商务部|美国商务部,美商务部|美国商务部|刘玮|董某|袁两
172,根据美国商务部去年十二月份终裁确定的幅度,美国商务部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,美国商务部|美商务部|吴雯|董某|陈定|瓯文|胡枫|彼得|姊弟恋|颜妮|渝武|章某,美国商务部|美商务部,美国商务部|美商务部|吴雯|董某|瓯文
173,据新华社电美国商务部二十一日宣布初裁结果,美国商务部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,美国商务部|美商务部|李洁|吴雯|渝武|广安|瓯文|朱某|董某|赵伟国|彼得|黄榕,美国商务部,美国商务部|美商务部|李洁|渝武|广安
174,美商务部当天发表声明说,美商务部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,美商务部|美国商务部|彼得|董某|瓯文|邬雄|吴雯|朱某|美的部品事业部|渝武|喻莉|任珊,美商务部,美商务部|美国商务部|彼得|董某|瓯文
175,成飞集成百二十一九十,成飞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,成飞|陈嘉宝|王巍|吴雯|今久|渝武|董某|彼得|瓯文|杨锋|奇冰|胡枫,成飞,成飞|王巍|吴雯|白鹏飞
176,决定由麦德公司的技术部门研发静默插件,麦德公司,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,麦德公司|章某|彼得|吴雯|瓯文|董某|德国|渝武|平阳|吉娜|朱某|黄榕,麦德公司,麦德公司|章某|彼得|董某
177,三百六十软件识别出了麦德公司的插件,麦德公司,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,麦德公司|故宫|奇冰|吴雯|瓯文|董某|朱某|德国|渝武|彼得|黄榕|平阳,麦德公司,麦德公司|故宫|奇冰|瓯文
178,警方在麦德公司数据库中发现,麦德公司,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,麦德公司|彼得|吴雯|瓯文|董某|甘肃|渝武|平阳|黄榕|玮甯|胡枫|德国,麦德公司,麦德公司|彼得|瓯文|董某
179,徐永昊以雷霆万钧之势缔造了一场震撼的秒杀之作,徐永昊,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,徐永昊|美芝|徐濠|吴雯|瓯文|董某|彼得|平阳|渝武|李伟豪|陈定|黄榕,徐永昊,徐永昊|美芝|董某|陈定
